SalesID,SalesPersonID,CustomerID,ProductID,Quantity,Discount,TotalPrice,SalesDate,TransactionNumber
1500,9,96644,395,25,NULL,"0,00",54:22.8,AF4MLT78R4XUIOSA1C8I
1501,8,96048,422,25,NULL,"0,00",35:08.7,ZKN976SS7VVJM4HMJLIL
1502,11,67433,224,18,NULL,"0,00",32:19.8,NZOIK9ZK2V031BUGCEMF
1503,8,10478,354,3,NULL,"0,00",11:05.6,J92BWKBOIRPXXCKZRMXT
1504,18,60487,393,16,0.1,"0,00",49:22.8,5ZVFKSN567W673QM7OOO
1505,6,2576,95,1,NULL,"0,00",29:49.0,J4A64Z9HLROL7EA6WBRN
1506,14,48199,161,13,NULL,"0,00",34:17.2,BKTQP9UCJY95CLUL8GTD
1507,5,78492,74,20,NULL,"0,00",21:09.4,KF7K0OGGBCW0C8KGFEQF
1508,3,65079,434,17,NULL,"0,00",41:43.1,1TFGUSFLNVYAVQ4L6OKE
1509,12,57093,324,15,NULL,"0,00",14:56.0,8LC5ZDA4S13XIIMS35W0
1510,20,31546,242,8,NULL,"0,00",25:00.1,NHYPHHFV8Q519T72BUE5
1511,11,56340,326,15,NULL,"0,00",48:33.3,VTVCD8IS3IOD0L4DFIWU
1512,16,60258,4,16,NULL,"0,00",13:47.9,JBXW8PEQSAHUDRN3C48X
1513,19,92338,273,24,NULL,"0,00",06:06.8,57HN883PVCIB8CIXG4I3
1514,20,53222,258,14,NULL,"0,00",NULL,B76JMTGA3ENX6D4F8ZHA
1515,21,1932,320,1,0.2,"0,00",04:59.5,WYYI5F55WZQT0UZA3LEN
1516,9,30218,97,8,0.2,"0,00",20:19.3,RYUE2YDI751S1E980HDB
1517,1,485,218,1,0.1,"0,00",18:42.0,7EX36J544D3NL40443HR
1518,8,1108,245,1,NULL,"0,00",41:32.3,OUP0YFP2340BAKJXAVE8
1519,19,74113,89,19,NULL,"0,00",59:42.5,2RY5F993WEWJGIK7374F
1520,7,3223,302,1,NULL,"0,00",55:48.5,192BAKG6T72IAM3RVI6G
1521,21,4653,342,2,NULL,"0,00",26:58.0,6Q3RU2YP7OASB0HVT4PS
1522,7,7509,335,2,0.2,"0,00",12:23.8,26T16WHG8OXZ2UJYJGHH
1523,8,52781,147,14,0.1,"0,00",44:25.8,MJSPYLLV2EGN14JAQO6H
1524,18,12610,90,4,NULL,"0,00",58:53.4,YZCT85YW9O7BGFM1B7AW
1525,22,37804,255,10,NULL,"0,00",37:51.7,6AGC1QZOTSB07OKFWPFN
1526,11,33732,294,9,NULL,"0,00",09:41.2,SP9CLPX8FGVLOSOVG7FY
1527,14,76523,25,20,NULL,"0,00",47:41.6,FWVA8R2LFIU9LDL70G12
1528,19,39624,357,11,0.2,"0,00",55:26.4,DBFFJVWKFIZORCTD1CXU
1529,6,13479,7,4,NULL,"0,00",11:16.9,0Y0B2E3OGREWR1KFVOV6
1530,23,68779,119,18,NULL,"0,00",01:30.6,ZZVKU0RTY337SDDF3HGS
1531,19,15896,328,5,NULL,"0,00",41:32.0,ZRLRZA9Y6N1OM0Y5R8EB
1532,4,47713,216,13,NULL,"0,00",26:23.8,HNBOZO70R7FD4Z89SUPI
1533,12,31062,232,8,0.1,"0,00",33:55.8,SF1J6CE9C82H1H3A30M2
1534,1,17884,404,5,0.1,"0,00",17:12.7,EGMBH1QVYDOTZO895SBS
1535,23,8164,110,3,0.1,"0,00",10:25.8,FYCV3I4ZPU2GXDZF8PBO
1536,9,1462,219,1,NULL,"0,00",43:42.6,DVDO2SV1X7B96ZH9FDJL
1537,10,54128,327,14,NULL,"0,00",20:28.9,8JLC1B8TX3Z3D13Z71P8
1538,21,86405,384,22,NULL,"0,00",02:16.0,RMR6RDH5SBS3H4CRB0HM
1539,7,92981,434,24,NULL,"0,00",50:12.0,04B6SYEA7CTCXHWU69XR
1540,14,53864,439,14,NULL,"0,00",22:50.4,4S7ZWWR7W07MRRIGZZF3
1541,5,92653,24,24,NULL,"0,00",36:17.6,LYYRJNFX5RKVIWC46V1N
1542,2,3243,214,1,NULL,"0,00",17:58.2,BCMQ6QED6AHOUIT88D9B
1543,21,5382,362,2,NULL,"0,00",06:50.0,Q9NQ9U6CS3EFR9MC0DX1
1544,21,7454,375,2,NULL,"0,00",26:18.7,ZG27ODIVYISBSK2YZXV7
1545,12,85973,197,22,NULL,"0,00",55:21.3,D638297W7ZB9QRSKJLHN
1546,22,96357,29,25,0.1,"0,00",09:24.4,ULM4ZOJD1G1UHLAZZL4B
1547,12,57213,80,15,NULL,"0,00",32:55.0,QIG21TADGCEJKILG43KN
1548,13,45711,140,12,NULL,"0,00",08:58.5,6JAF95ILKZCCH4251XV9
1549,8,24443,57,7,NULL,"0,00",17:58.4,K4NAX3OIUIKNGJZ6NSNR
1550,22,3380,90,1,NULL,"0,00",44:46.6,VC163DJA25OEJLFM4C1T
1551,16,30494,107,8,NULL,"0,00",45:13.3,PGSP0L3ZD57H7PRM3TQ5
1552,13,49838,437,13,NULL,"0,00",37:12.3,RDV9XXJJIGLYP6V8H3RF
1553,8,64819,291,17,NULL,"0,00",55:50.2,PZHWBWN01IBNVX3XF2OJ
1554,1,49803,102,13,NULL,"0,00",49:35.9,VPLIHIVDLPYQW2DDDL0V
1555,11,91992,53,24,0.1,"0,00",51:15.9,HXABT8SB113WVUAVDTDS
1556,1,88540,87,23,NULL,"0,00",41:59.0,FTDXYUQJ2GNNWDRB7O93
1557,4,14652,77,4,NULL,"0,00",50:42.8,KOUT182HZRM3V14WEUE1
1558,14,96627,264,25,NULL,"0,00",33:26.4,YKG8YGJK654PKV4J3XLO
1559,20,22684,138,6,NULL,"0,00",33:13.9,3O0J0BNFSTV1BL3DK3SJ
1560,18,67604,253,18,NULL,"0,00",39:41.5,TMIEB6ZCBXSDPVWGPX4V
1561,23,70435,137,18,NULL,"0,00",42:07.4,DC8N9915IUT54A2H5P5O
1562,10,38868,170,10,NULL,"0,00",38:50.7,HV3NLQ7XV5NNSF9AQ1WY
1563,21,51601,428,14,NULL,"0,00",09:52.5,T2Z8KKTYK7Z73WG50NJT
1564,12,87073,206,23,NULL,"0,00",40:12.4,MO5HCUT7EO8PUOS3E05D
1565,2,15651,367,4,NULL,"0,00",33:24.0,BYNFOJS5QDD406ETR8P0
1566,8,8627,111,3,NULL,"0,00",58:36.3,6JRI88O1LNDF8AQH1NB0
1567,4,29197,224,8,NULL,"0,00",14:37.5,NAUKUHEANSFD75EWXGA4
1568,18,74455,322,19,NULL,"0,00",56:35.2,5Q0PRVNBPLDZPI8XXEQ9
1569,21,45058,148,12,NULL,"0,00",55:41.0,XUX205BL370WYIJTV2LQ
1570,13,471,101,1,NULL,"0,00",21:16.8,Y72DIM5Y01KUB7V2MRQC
1571,22,74849,222,19,0.1,"0,00",59:50.5,LDC3Q0O32B4ISZNVOHI5
1572,3,12839,286,4,NULL,"0,00",16:26.0,35G1MANQ8AVE8CTPASMH
1573,2,6887,263,2,0.2,"0,00",51:20.3,YQFCJ787YA762H8W13P0
1574,5,20249,103,6,NULL,"0,00",36:52.1,T083KNT6EPWOS5F1P33F
1575,2,9330,279,3,NULL,"0,00",19:30.9,A0O85ULS8OXGH4P68YKE
1576,20,1410,129,1,NULL,"0,00",08:59.8,JKBHACSUC0MLTJ0KVES8
1577,10,2127,426,1,NULL,"0,00",05:33.8,51Z8A0PUH4I0HQFCRVIS
1578,10,45327,225,12,0.1,"0,00",18:07.1,WNAUOLOLCKS6OEJC8ZB2
1579,6,25396,345,7,NULL,"0,00",03:32.0,UV3KBSL74JAFF8DOEMF1
1580,1,40207,226,11,NULL,"0,00",28:27.3,4KQUTCV0IV6PY1S79CS3
1581,22,75278,215,20,NULL,"0,00",36:46.2,81IQ956OUDW1QPACQIGP
1582,1,30813,337,8,NULL,"0,00",38:43.2,LN3QG6KG4ANXVWJ83K6O
1583,12,15182,300,4,NULL,"0,00",37:28.0,NHAN7CHUJTBE6MDE0SYL
1584,7,10100,369,3,NULL,"0,00",26:30.3,Q384VTR4MXA0UY5S29U3
1585,7,38286,12,10,NULL,"0,00",16:17.3,KGBJO95T3S825XE1JBIQ
1586,6,64817,343,17,NULL,"0,00",04:19.7,WV1DBO7MYI3IK5NWL6JL
1587,19,81654,377,21,0.1,"0,00",NULL,J51XP0RQIYCCWOKA5CLX
1588,12,80018,131,21,NULL,"0,00",30:33.6,4A5KKRR4Y4Z5FCQZGMNG
1589,14,24651,351,7,0.1,"0,00",44:19.9,FKR6OG3MFTXN3EVWD58Z
1590,22,18384,24,5,NULL,"0,00",25:56.8,KTC7HCTAOQXHCPPDDWAO
1591,6,85569,143,22,NULL,"0,00",28:26.8,IA1HCXV33HEH9VQEY749
1592,20,56261,63,15,NULL,"0,00",52:59.8,R306RP5IZ8YB31IBQ4EY
1593,2,63722,246,17,NULL,"0,00",NULL,L9JZ2UZZFP5E6R71BL8P
1594,12,25377,182,7,NULL,"0,00",47:02.4,38G56T8282QA55TG6OV6
1595,14,82188,302,21,NULL,"0,00",29:02.2,KJSWXAAAEJ68MH12UV0R
1596,19,53785,306,14,NULL,"0,00",10:30.5,6MF31LEK4WCJ2JOO99JX
1597,4,50402,239,13,0.1,"0,00",40:43.0,TIK2JNRECSVFLDWCSVOW
1598,10,17068,156,5,0.1,"0,00",57:26.8,ANTOKYDELMGT4C4V1IXN
1599,20,90562,9,23,NULL,"0,00",08:05.7,S3H4G5RCGDV02JVQDYPE
1600,5,77346,86,20,0.1,"0,00",26:37.5,R6ELH0SGRDQ8JHJBK3TL
1601,18,67160,257,18,NULL,"0,00",52:54.7,48LS2T85NJ8851W3IY4Z
1602,17,81518,210,21,NULL,"0,00",56:45.0,P04SI2CETVVTYMYSSE7K
1603,16,653,445,1,0.2,"0,00",54:46.9,3UH0DGM815OL6F8G0JRW
1604,19,23973,409,7,NULL,"0,00",36:19.8,UOCF7FYAQJXEJL5MR5MP
1605,23,27290,321,7,NULL,"0,00",13:17.5,SP77R6PCRVGOK964K50N
1606,13,17655,274,5,NULL,"0,00",56:41.6,BLQ6NU2U8E56L2Y58G89
1607,11,42951,175,11,NULL,"0,00",44:56.1,YOHQYCZI7ZL27H4G03CM
1608,4,44570,188,12,NULL,"0,00",28:47.3,IGBHZ67ZBPSE0CW9FOH3
1609,22,40474,275,11,NULL,"0,00",45:52.0,1FJ4ELTO8CWMGF759Y5R
1610,15,90583,377,23,NULL,"0,00",18:58.1,V9TO6486KEUJ6H1RDLLE
1611,15,86413,114,22,0.2,"0,00",30:05.0,3CVRKWO36QCBT55QG7GK
1612,17,68084,305,18,NULL,"0,00",42:16.1,NX13AX5EWDJC7SXXWM7J
1613,8,71231,371,19,NULL,"0,00",36:25.2,DOI7CCW0WE5TTFETNAZI
1614,20,81236,365,21,NULL,"0,00",32:35.8,ACSYLD7TJK91EA9JWXL9
1615,19,91085,39,24,0.2,"0,00",29:54.4,ZZEJECI39C80D3BP8RZO
1616,23,39623,253,11,NULL,"0,00",04:46.6,DTVSE55AQDD9AADEF60P
1617,22,23687,323,6,NULL,"0,00",02:55.3,980006XUN5ML7L5IQZ7D
1618,15,41501,59,11,0.2,"0,00",03:24.2,IZUR3SXBTKYZG3KURDY7
1619,5,48787,194,13,NULL,"0,00",01:22.7,37RO3O8VO6TBWR969XEZ
1620,19,49593,24,13,NULL,"0,00",43:22.2,UKNLQIKNZL85DFR23Z3P
1621,12,25733,186,7,NULL,"0,00",23:55.1,4D4NJCBOIGK8W8N32C6N
1622,16,47938,93,13,NULL,"0,00",29:04.3,PKL6JBH35XAA3Q6IY758
1623,5,49805,423,13,NULL,"0,00",28:02.7,G5NXG74Z1NW28FTJHZ1U
1624,22,26674,125,7,NULL,"0,00",30:17.6,DIAYTHGK351E89FX934C
1625,7,13661,411,4,NULL,"0,00",30:38.4,4AD8VBDZH74EE3NDYNPO
1626,2,18589,159,5,NULL,"0,00",27:14.2,XHVNZ5DM7WWHG87WQY62
1627,2,47877,40,13,NULL,"0,00",28:17.0,MYW0U5SJAGEOQ6THKV5Z
1628,14,80269,82,21,NULL,"0,00",12:48.0,9A7WXUFG8PILSBJZN50L
1629,14,36821,253,10,NULL,"0,00",47:23.9,XGHSQ2EF52138COO3WBC
1630,7,54305,425,14,NULL,"0,00",40:49.8,1RW3XU9IXP5DABTP37S0
1631,16,49767,343,13,NULL,"0,00",56:09.1,3MHHKYVAJ9O9ZVPLPT74
1632,1,83819,270,22,NULL,"0,00",22:04.1,7DWPX0UZZPJB1Y4ELCVE
1633,14,53525,216,14,0.2,"0,00",00:54.2,DGG4AG44EEKW4V9LSMY1
1634,2,46809,260,12,NULL,"0,00",38:56.3,KK5XYWL74GBQOUXFKNKP
1635,6,71806,422,19,NULL,"0,00",25:12.4,LAZFW3VTTQXDXTVA6CJJ
1636,6,92520,5,24,NULL,"0,00",06:47.0,AY86G1C57ZDBFZ96I1TP
1637,8,30160,344,8,NULL,"0,00",33:40.4,BPECR014DA06YACQ9G2I
1638,16,89968,344,23,NULL,"0,00",00:26.4,LQK2HUL4OBQTIZ8UTP0A
1639,8,81569,49,21,NULL,"0,00",25:25.7,TPC4HOXF9LQ7QPYUA96F
1640,17,20632,191,6,NULL,"0,00",40:46.5,PYADFB3WFR17MS17XZ5O
1641,19,21866,169,6,NULL,"0,00",41:34.2,FQ0MR9A0JFUV04Q2R1DT
1642,16,37084,189,10,NULL,"0,00",47:30.1,TTOZ4XWMC90RC98AQN1T
1643,13,39545,308,11,0.1,"0,00",18:27.7,VB7CMNB46YSU4MWBNNCD
1644,22,32827,427,9,NULL,"0,00",11:35.4,75T3OUHS0EB0NXIGMI9L
1645,8,30731,363,8,0.1,"0,00",14:14.8,5B8W7NCY30PGIO5D8YTT
1646,13,17485,290,5,NULL,"0,00",43:40.7,6KHUGOEU152RU2UL7G75
1647,13,83789,144,22,NULL,"0,00",NULL,WDMJ59C3DJGR6ZRQ2QYY
1648,5,81246,334,21,NULL,"0,00",52:01.6,2UMONMBS1HLOH96UBBF1
1649,16,33052,143,9,NULL,"0,00",20:24.0,NLM0O32U5P87PUJZUHN1
1650,15,42566,50,11,NULL,"0,00",NULL,B2U2PPLWREJWCE90OZJ8
1651,20,30098,436,8,NULL,"0,00",17:08.0,WRDHRFNVGUR0GCJRXYDH
1652,13,8902,180,3,0.1,"0,00",24:15.6,DAOADF9Z6H4TDEAHLXAY
1653,5,67040,415,17,NULL,"0,00",07:35.1,AKSWW2Q9Q05QYIHO6EZD
1654,2,40970,438,11,NULL,"0,00",37:18.8,ACN62X89C12JX3QWEHCJ
1655,16,51614,352,14,0.2,"0,00",56:04.2,FGY2EWTTEIBK4084PT5H
1656,2,19223,164,5,NULL,"0,00",24:43.4,EZ370FQRSXMT6UVP4O1F
1657,12,31714,240,9,NULL,"0,00",02:42.4,YJRYT2HSON72P0HVVEG2
1658,18,72739,321,19,0.1,"0,00",23:50.4,LKORX5CEL542JGFB97D9
1659,12,10312,450,3,NULL,"0,00",28:42.3,49FRGUDU89KCECY37VW4
1660,21,8702,162,3,NULL,"0,00",24:29.3,3I2Z5K2JM63T2HB8ZHBZ
1661,12,68538,234,18,NULL,"0,00",05:41.4,CVJP53H72BG4L1RCRA9B
1662,21,61442,93,16,0.2,"0,00",46:03.3,M3HJBVNU7EK5TQNJA0GK
1663,13,7750,388,2,NULL,"0,00",28:24.5,KUMOHGKV761OAQR25U8U
1664,16,84928,303,22,NULL,"0,00",32:08.1,UXWZSA3THATQY28VVTF2
1665,23,40817,35,11,NULL,"0,00",41:23.4,Z7IHIZVH458QYPXQPO5G
1666,14,2594,296,1,NULL,"0,00",05:02.1,QW8XBNJ6A0TREVQDH9B8
1667,3,14560,90,4,NULL,"0,00",22:49.1,C5LZZCB5559MX9BAJ6BB
1668,6,24422,112,7,NULL,"0,00",08:00.9,U4FZKU6C7FU8OERNXCA8
1669,14,9430,396,3,NULL,"0,00",41:21.9,4VJ4HLF3Y2ZW2H060FI4
1670,14,97325,34,25,NULL,"0,00",57:29.0,XPFD8UKMLU038P9VU38R
1671,15,9463,361,3,NULL,"0,00",07:23.4,9CVCMWQHXWS38753R9RV
1672,6,32478,432,9,NULL,"0,00",23:07.4,C7YSTSRA6CADJODK1LYT
1673,8,58692,11,15,0.2,"0,00",31:06.2,OY8Z0I3R3UHVSX4WJS3Z
1674,11,28156,3,8,0.1,"0,00",NULL,QKIQOISJPNS2BN9PSTAN
1675,1,27727,308,8,0.1,"0,00",02:28.9,2ISHRR8NHSUTYXDQ9BZA
1676,19,87409,450,23,NULL,"0,00",37:58.5,D6OTH9V7QZTBOO2P8XRJ
1677,3,8393,238,3,NULL,"0,00",20:36.2,8UX8CPVZJHAC9PB4NAHD
1678,7,16978,449,5,NULL,"0,00",01:48.0,QS1H99B00E8QD5CQL4KZ
1679,15,94702,215,24,NULL,"0,00",36:25.0,7IIYFYRLKN96EH1WQ2FK
1680,18,94935,122,25,NULL,"0,00",10:36.6,I32MVJZD25XD8IAIJUBK
1681,13,33559,15,9,0.2,"0,00",16:27.3,FQYKYNAUU24F9PFGCJER
1682,21,65390,159,17,NULL,"0,00",16:02.8,IICT5YRD774ZI2C41XWP
1683,21,47218,391,12,NULL,"0,00",46:57.7,72TXZTV26BWS7X8LQTPI
1684,22,93015,204,24,NULL,"0,00",35:12.6,NUZFQN3BAMI2PBFJV65W
1685,10,24208,441,7,NULL,"0,00",07:53.0,0V87A43IB3661J8TI86R
1686,3,40866,163,11,NULL,"0,00",55:40.0,VPEPIMT2VNJM6NYR8FIZ
1687,20,16779,307,5,0.2,"0,00",23:08.3,ZIBWNR7PDXZ4J46THSI9
1688,13,12556,230,4,NULL,"0,00",33:14.7,FGNKVW91ASNSXW72TVUM
1689,9,93955,360,24,NULL,"0,00",18:50.3,IPKHMISXQNZPDJ1OBRUX
1690,5,52584,258,14,0.1,"0,00",25:59.9,35BCM8YROWNN2XR238EG
1691,17,60807,217,16,NULL,"0,00",36:10.7,J4O2JC5DI30OOEK9509U
1692,14,56181,24,15,0.2,"0,00",36:13.8,2RB2BMAM8JGHJJ0M92WS
1693,4,79657,346,21,NULL,"0,00",01:22.0,5TNYDI6SY74MXHDC08PV
1694,10,72868,339,19,NULL,"0,00",38:04.7,9KJ75VKMVXD1SWXO3X33
1695,6,50853,410,13,NULL,"0,00",09:11.1,ABCUL1MA9U6WMW94R8NM
1696,21,59184,76,15,NULL,"0,00",54:45.0,2ARK5LFOWBMSYZ87CJTX
1697,3,29335,254,8,NULL,"0,00",39:22.4,L36460OJCOGGM71K9GG6
1698,21,53377,6,14,NULL,"0,00",12:21.9,CJK4NW0XEPTPUG6LGZLR
1699,22,90770,393,23,NULL,"0,00",09:26.1,KM6CBS6M23DQQ9JM0I3N
1700,17,28137,67,8,NULL,"0,00",06:06.7,XYMRSQUZTHVFGSWESC4U
1701,10,2926,200,1,NULL,"0,00",13:25.6,CMFY37NYGGH3IMNJLI1B
1702,7,59367,33,16,0.2,"0,00",48:46.4,8LIB9GM875ZTBLC6SPJ7
1703,15,71816,391,19,NULL,"0,00",06:13.9,D0DCY59U7U2IO30XNTR1
1704,3,34486,109,9,NULL,"0,00",02:18.8,8AH961BCSTH4MVL4ZBAD
1705,1,33104,142,9,0.1,"0,00",54:32.6,0BWBNHB95VS595PW2R4X
1706,15,96379,5,25,NULL,"0,00",13:00.6,E0LD27FSOHGOD7ZKYJJ0
1707,6,48969,170,13,NULL,"0,00",54:00.6,NXPZCQV8WK6FVMABXLAW
1708,17,38885,413,10,NULL,"0,00",53:09.4,HDBHWXQB37KXFR3VEPHJ
1709,1,13243,130,4,NULL,"0,00",05:06.2,RXA8HLO81X93L5KDHFS5
1710,21,62965,355,16,NULL,"0,00",59:20.2,SDLIGU7GIVSCXPG19EC1
1711,23,10830,379,3,NULL,"0,00",35:28.0,29BTTLIHXAPENYKOP1QG
1712,6,14736,244,4,NULL,"0,00",22:55.4,I2HQOG4C70F3TQ3AON8P
1713,4,76796,107,20,NULL,"0,00",26:17.4,LL2Y9RWDJDLKBK7U245E
1714,18,14137,329,4,NULL,"0,00",13:13.7,P9AAT8GE0DIRSWGFSEP7
1715,9,73902,148,19,NULL,"0,00",12:15.0,NNTII6WGMI2AUWCROGIF
1716,15,3148,75,1,NULL,"0,00",08:26.5,JZ3SINQEAPG651MGRA2K
1717,1,14225,155,4,NULL,"0,00",18:43.7,EVFHY04N4Y6S04NQQZI5
1718,15,13495,185,4,NULL,"0,00",10:50.6,CTM3OUPAW5GV044NBKNL
1719,6,60720,314,16,NULL,"0,00",20:31.6,5RAE5WYQ1AJEW21TD95F
1720,20,98711,324,25,NULL,"0,00",36:28.0,7SPWZZJ2EFUKA61CPIYR
1721,18,84575,441,22,NULL,"0,00",18:15.1,VUWG322UXAI6EXYKH5XF
1722,14,2005,312,1,NULL,"0,00",31:47.5,MVPUMWZGOR7NSCYTGWXG
1723,20,29227,204,8,0.1,"0,00",03:58.8,H5CEV83R7C1CV8Z7MG62
1724,10,55606,138,15,NULL,"0,00",42:01.0,9JBILL0R19ZYG5QDFRNW
1725,21,36518,270,10,NULL,"0,00",05:11.2,HE6BX4YLTFQDT8M0VAN3
1726,2,52041,338,14,NULL,"0,00",21:15.1,531DE29U6PI6PR457OG1
1727,2,51581,86,14,NULL,"0,00",06:01.4,8U9LNX3CKG0TOBB4XI1P
1728,21,84584,124,22,NULL,"0,00",45:02.7,MQ774GHVNM61UX8SRR55
1729,5,76063,46,20,NULL,"0,00",21:55.2,L8IC0FT0A5EBEL41EJHM
1730,3,67303,233,18,NULL,"0,00",07:43.9,XUTRUE2C6RWK91HPU30N
1731,16,58074,196,15,NULL,"0,00",58:36.1,DGRPFB4RD7OI0ODOK51Q
1732,6,53776,232,14,NULL,"0,00",08:14.2,4EIR5KMBKFGYMKE12E2X
1733,8,24968,56,7,NULL,"0,00",52:22.0,SJ718C409XZX6929YARI
1734,21,66565,148,17,NULL,"0,00",30:18.3,SS7KE3ZMIRYS3BUAPW7H
1735,8,92010,374,24,NULL,"0,00",57:11.0,AHH1GBCS33BF5ZRZHU85
1736,6,72952,434,19,NULL,"0,00",27:40.9,Q6042Y7Y8EJ05HAQIXSN
1737,6,92334,220,24,NULL,"0,00",09:48.9,FNNDYB3A81YCWKBGXDC4
1738,19,12732,282,4,NULL,"0,00",44:38.9,UPREZHG9YWFHJBJDQ4M3
1739,22,59911,62,16,NULL,"0,00",40:40.0,0CLO8XZ9LKFI0KXVZYTM
1740,19,26589,437,7,NULL,"0,00",54:52.3,A4IUD9R368Q06UC6QRKH
1741,21,90656,445,23,NULL,"0,00",01:39.4,DCZZIQLHR6THMQ82TVO7
1742,3,76654,347,20,NULL,"0,00",29:58.9,EBPHUPLP86951XSIVUI6
1743,12,98072,101,25,NULL,"0,00",28:08.5,F1WJK444XVV9TY0AHO10
1744,12,30991,6,8,NULL,"0,00",19:30.0,I0KBKTGJX061KZASX9KG
1745,5,41754,331,11,NULL,"0,00",50:31.9,BADW8YR8D5H6UX1C80BO
1746,12,46071,426,12,0.1,"0,00",13:15.3,ZVP89YQHKFGJ66P7FBUO
1747,11,78145,369,20,NULL,"0,00",09:56.4,JVPUQ28GP99R0CFNNZZ0
1748,10,65520,18,17,0.1,"0,00",48:08.3,TQ0MNQC5SOHZAFZ0DIWH
1749,1,97725,191,25,NULL,"0,00",25:49.7,V57R5U9JRCUNJQ5O82BW
1750,15,47705,335,13,NULL,"0,00",00:44.6,WKRSQWFMAG3JPYKTUHW2
1751,21,44960,373,12,NULL,"0,00",36:01.3,1CNBQPUC5GLLQYLFZFYT
1752,12,15841,70,5,NULL,"0,00",28:31.8,HVQ4TRKUDKFTPV84G06L
1753,16,91417,144,24,NULL,"0,00",51:50.4,50IXZZZEV2X9OJHW7WXA
1754,3,90819,69,23,NULL,"0,00",32:58.0,RV5S13DAIER8MCU87USL
1755,22,42322,78,11,NULL,"0,00",47:51.6,IIHK0BR8938BTD5C5XWM
1756,20,921,341,1,NULL,"0,00",41:38.1,CN6027MN025O09DO70SL
1757,10,30141,281,8,0.2,"0,00",44:47.6,9BJXTYPW1WWZC5UBJY34
1758,6,16211,253,5,0.1,"0,00",24:12.9,913MS3RNXW3012CM388W
1759,5,96727,292,25,NULL,"0,00",57:07.6,Y59ON3IDO2OHG0AFA0VY
1760,23,79822,256,21,NULL,"0,00",33:17.5,30SZB3IOFPU8UAVTX4Z8
1761,13,44798,371,12,NULL,"0,00",06:59.3,9UEJL217S8DXIV4HPC00
1762,8,63145,47,16,NULL,"0,00",08:57.9,8CT8MPEMDVVPXU6DGP0H
1763,12,61581,367,16,NULL,"0,00",31:14.2,MHHABFQC8RZ8L0HLAYCM
1764,21,44700,350,12,NULL,"0,00",57:22.3,FCI8L1Y39M0J7LVCXBAO
1765,5,4891,160,2,NULL,"0,00",00:44.1,44VGBTOS5ROUW75Z2QES
1766,17,55814,147,15,0.1,"0,00",27:13.8,Z4ZPEFM8DN2YBA8MR97A
1767,21,88528,188,23,0.1,"0,00",30:33.4,3VCOBEPCUKWW05ZWRXE1
1768,6,10231,411,3,0.1,"0,00",55:59.1,R4LWLWXDAG6HXV9N030W
1769,10,20887,407,6,NULL,"0,00",16:02.7,I252A58P0CT8SBQQSQIS
1770,3,951,166,1,NULL,"0,00",44:34.1,K4PE3AP9QUD4N81GTARO
1771,9,9574,308,3,NULL,"0,00",58:37.6,A4C95JIX7CH4WYYGO6UJ
1772,5,1493,325,1,NULL,"0,00",34:04.8,9IF342PAYFR3B9ZC4YQ7
1773,17,52343,123,14,NULL,"0,00",30:10.6,JHV0QA3Z53W581MX50HT
1774,10,34132,330,9,0.1,"0,00",25:39.2,9XQ0KPY3J84B3Q0J2ESL
1775,23,8055,332,3,NULL,"0,00",34:48.6,TBVY38DFZY9DP9J5Z5K4
1776,16,7921,94,3,NULL,"0,00",48:16.2,MVRT5BLD2MO8CFMV2HHL
1777,2,2692,212,1,NULL,"0,00",03:39.0,KAVYDGHE387GD6F34YXR
1778,8,96996,199,25,NULL,"0,00",44:28.7,WCK5CUX9XO3I82LWVRU4
1779,5,13852,259,4,NULL,"0,00",51:29.1,ZDGRZ86SXJJUMNXBS0LJ
1780,10,89207,296,23,NULL,"0,00",51:55.9,5K4Y44U6962N2WY3EDLR
1781,14,72656,421,19,0.1,"0,00",11:18.7,04JOMENL2R8KUTTCSV4B
1782,16,84821,69,22,NULL,"0,00",17:53.1,NDH7JRZ7EM0SN5FKAHQ6
1783,21,85618,385,22,NULL,"0,00",19:13.0,7ET2724RLIHFVCR1G3NO
1784,14,28358,163,8,NULL,"0,00",21:10.6,O48S7OERIDD50FYO4BOV
1785,6,22344,312,6,NULL,"0,00",31:42.6,S4ICRSNITD3I7JALA0EQ
1786,5,42234,127,11,NULL,"0,00",30:04.3,343AVWTDCRYSXV0PGGWQ
1787,14,61119,89,16,NULL,"0,00",16:23.9,OZAMTWO3UBA4GPZF2WVU
1788,6,32908,440,9,NULL,"0,00",19:23.9,HM4P9N9VTKHZQE4TN105
1789,23,24244,70,7,NULL,"0,00",42:26.7,HGNOG60ADJ0W37D5XJ8E
1790,12,91089,34,24,NULL,"0,00",15:32.9,0RS4QAULEUVPUZ5H1TH9
1791,20,42812,153,11,NULL,"0,00",42:53.3,F0H3M6RNQIRR2GPUJQV5
1792,23,76123,420,20,NULL,"0,00",45:36.0,ZP56977OVPR4MKQB0333
1793,14,14764,442,4,0.2,"0,00",47:31.3,OB3XRIGMH3L4WGBCXDYJ
1794,22,78849,259,20,NULL,"0,00",07:22.6,US0MGWYJIMR1QAD28HOR
1795,7,80551,67,21,NULL,"0,00",47:53.1,DM50Q3FZ3Q5KZUJ2BBMI
1796,13,27511,399,7,NULL,"0,00",52:41.5,ZGU266X9OV9SXG6VMPSJ
