,ProductID,Quantity,Discount,SalesDate,SalesTime
2926775,291,23,0.0,122,279
2927391,291,18,0.0,30,890
2927726,291,25,0.0,19,514
2929250,291,18,0.0,127,438
2930300,291,18,0.1,47,1200
2930395,291,15,0.0,68,1261
2931696,291,25,0.0,111,175
2932076,291,3,0.1,93,256
2932833,291,9,0.0,77,1362
2933820,291,19,0.0,114,1241
2934009,291,3,0.2,57,1225
2934282,291,17,0.0,30,883
2934675,291,1,0.0,17,218
2934895,291,2,0.0,121,466
2934966,291,1,0.2,72,739
2935462,291,9,0.2,127,1219
2935945,291,15,0.0,65,1253
2936563,291,12,0.2,20,27
2936804,291,6,0.0,108,564
2936889,291,15,0.0,29,388
2936957,291,8,0.0,42,445
2937033,291,22,0.0,35,351
2937507,291,5,0.0,9,101
2938063,291,4,0.0,14,44
2938893,291,7,0.1,30,1063
2938900,291,12,0.1,75,237
2939714,291,23,0.0,76,149
2939797,291,22,0.1,124,640
2940060,291,22,0.0,26,204
2941343,291,19,0.0,58,399
2941506,291,12,0.0,118,860
2941766,291,6,0.0,122,238
2942800,291,20,0.0,58,1363
2943473,291,12,0.2,5,377
2943484,291,18,0.0,66,96
2943813,291,21,0.0,94,1004
2943846,291,20,0.2,37,181
2944256,291,16,0.0,49,934
2945692,291,16,0.2,96,33
2947123,291,18,0.0,56,1105
2947731,291,5,0.0,76,1288
2948019,291,23,0.2,17,648
2948133,291,13,0.0,78,1176
2948689,291,23,0.0,62,1366
2950099,291,20,0.2,93,644
2950275,291,4,0.0,94,534
2950304,291,12,0.0,114,21
2951288,291,23,0.0,1,508
2951473,291,24,0.0,68,135
2951910,291,9,0.0,27,1245
2952051,291,23,0.1,32,1010
2952416,291,5,0.0,88,433
2952621,291,6,0.0,15,889
2953107,291,9,0.0,9,553
2953274,291,3,0.0,22,802
2953415,291,10,0.0,39,185
2953449,291,12,0.1,96,56
2954319,291,5,0.0,116,440
2954558,291,17,0.0,101,210
2954860,291,11,0.0,27,261
2955447,291,20,0.0,0,545
2956372,291,11,0.0,120,698
2956531,291,19,0.0,14,404
2956830,291,23,0.0,23,638
2956836,291,8,0.0,50,1112
2956962,291,1,0.0,32,1431
2957044,291,15,0.0,101,708
2957585,291,10,0.0,62,303
2958038,291,10,0.2,89,1241
2958835,291,21,0.0,59,1158
2959301,291,12,0.0,65,1376
2959416,291,16,0.0,114,1170
2959606,291,2,0.0,3,975
2959997,291,23,0.0,117,541
2960208,291,18,0.2,33,523
2960671,291,10,0.0,95,1244
2961553,291,11,0.2,52,243
2963098,291,8,0.0,39,420
2963916,291,23,0.0,114,504
2965431,291,10,0.0,66,685
2965487,291,24,0.0,69,1326
2966356,291,14,0.1,121,835
2967128,291,21,0.0,114,61
2967319,291,13,0.0,66,491
2968707,291,7,0.0,81,345
2971164,291,17,0.0,126,257
2971868,291,6,0.0,72,490
2972474,291,4,0.0,16,1176
2973248,291,25,0.0,83,613
2973862,291,11,0.2,2,831
2974160,291,20,0.0,128,146
2975242,291,9,0.0,49,377
2975431,291,22,0.0,16,1292
2976557,291,11,0.0,59,670
2977381,291,19,0.2,126,1405
2978454,291,25,0.0,88,949
2978593,291,10,0.0,28,746
2978662,291,9,0.1,34,444
2979892,291,18,0.0,101,798
2980685,291,23,0.1,104,786
2981597,291,16,0.1,91,1142
2982082,291,18,0.0,111,1345
2982147,291,16,0.0,56,949
2983006,291,24,0.0,126,240
2983215,291,12,0.0,115,84
2983532,291,11,0.0,9,980
2983995,291,19,0.0,41,953
2985035,291,12,0.1,94,804
2985953,291,6,0.1,113,1241
2986587,291,10,0.2,43,1439
2987141,291,10,0.0,9,2
2987249,291,25,0.0,3,1040
2987798,291,20,0.0,35,1384
2988933,291,1,0.1,97,840
2989328,291,2,0.0,46,942
2989569,291,20,0.0,111,390
2989640,291,24,0.0,3,880
2989816,291,23,0.2,34,354
2990477,291,9,0.0,104,936
2990483,291,25,0.0,38,692
2990553,291,6,0.0,70,1073
2990599,291,12,0.0,80,999
2990820,291,19,0.0,6,946
2991064,291,9,0.0,104,225
2991387,291,2,0.0,91,797
2991571,291,22,0.0,85,1019
2991811,291,21,0.0,23,823
2992165,291,23,0.0,122,771
2992782,291,17,0.0,99,137
2993047,291,11,0.0,52,479
2993471,291,6,0.0,46,470
2993589,291,5,0.0,116,779
2994164,291,23,0.1,96,1173
2995404,291,7,0.1,4,209
2995986,291,3,0.0,120,514
2996294,291,12,0.0,91,1067
2996505,291,8,0.0,110,387
2997497,291,7,0.0,105,701
2997520,291,17,0.0,22,11
2997561,291,15,0.0,119,1439
2998043,291,12,0.2,101,563
2998198,291,9,0.0,23,430
2998695,291,6,0.2,51,836
2999118,291,12,0.0,58,186
2999672,291,1,0.2,18,646
2999793,291,7,0.0,109,1352
3000086,291,17,0.0,57,566
3000155,291,9,0.0,78,1243
3000470,291,21,0.0,4,118
3000889,291,21,0.0,42,372
3001178,291,21,0.0,56,1183
3001500,291,11,0.0,71,1185
3001649,291,24,0.0,38,985
3002092,291,18,0.2,87,1202
3002121,291,7,0.0,68,360
3002363,291,19,0.0,43,515
3002558,291,3,0.0,93,666
3002614,291,18,0.0,125,370
3002753,291,18,0.0,121,1072
3003773,291,2,0.1,80,477
3004392,291,18,0.0,15,1200
3004575,291,10,0.2,50,1149
3004862,291,9,0.0,102,186
3005041,291,3,0.0,84,777
3005405,291,13,0.0,39,903
3006055,291,22,0.0,47,538
3006366,291,16,0.0,70,249
3006941,291,5,0.0,115,243
3007140,291,4,0.2,44,318
3007393,291,8,0.0,58,1201
3007612,291,10,0.0,63,1162
3007719,291,1,0.0,101,1196
3009163,291,16,0.0,93,1051
3009520,291,11,0.0,65,60
3010163,291,25,0.2,40,1200
3010746,291,4,0.0,39,706
3010895,291,25,0.0,3,266
3011299,291,9,0.0,115,545
3011436,291,10,0.0,72,1144
3011815,291,3,0.2,103,737
3013612,291,4,0.0,99,1020
3013684,291,8,0.0,65,908
3014159,291,9,0.0,116,167
3014310,291,18,0.0,105,1232
3014647,291,5,0.0,94,1359
3015629,291,25,0.0,106,364
3016032,291,4,0.0,128,1320
3016246,291,12,0.0,55,1385
3016301,291,24,0.0,116,577
3016395,291,18,0.0,56,316
3016586,291,2,0.0,33,1420
3016659,291,7,0.0,49,1013
3016843,291,10,0.0,50,1240
3016911,291,17,0.0,50,935
3017089,291,13,0.1,39,1256
3017485,291,23,0.2,106,1361
3017871,291,20,0.0,93,8
3018321,291,2,0.2,123,651
3018327,291,11,0.1,128,1408
3018497,291,13,0.1,44,753
3018589,291,19,0.0,30,539
3018910,291,5,0.2,75,89
3018960,291,4,0.1,27,842
3020155,291,21,0.0,80,553
3021651,291,6,0.1,26,390
3022037,291,7,0.0,22,228
3022136,291,11,0.0,10,124
3022225,291,18,0.0,86,1012
3022376,291,6,0.0,51,1432
3023755,291,23,0.1,91,50
3024318,291,7,0.0,41,158
3024433,291,5,0.0,65,555
3024582,291,25,0.0,99,870
3024836,291,4,0.0,72,1403
3025384,291,21,0.2,115,1089
3025544,291,21,0.0,66,1323
3026755,291,20,0.0,13,974
3026850,291,15,0.0,12,777
3026969,291,17,0.0,100,95
3027243,291,6,0.1,71,1065
3027718,291,3,0.0,5,769
3028971,291,13,0.0,19,1320
3030596,291,9,0.0,73,495
3031471,291,9,0.0,5,247
3031742,291,20,0.0,8,117
3032139,291,11,0.1,114,986
3032264,291,1,0.0,53,919
3032906,291,24,0.0,115,1432
3032988,291,20,0.2,13,811
3034421,291,7,0.0,88,853
3034577,291,14,0.0,108,163
3034618,291,15,0.2,84,942
3034954,291,7,0.0,8,371
3034972,291,4,0.0,32,449
3035551,291,18,0.0,95,1171
3035993,291,12,0.0,53,1256
3036566,291,18,0.0,114,1102
3037892,291,6,0.0,36,1282
3038253,291,13,0.0,108,761
3038478,291,8,0.0,47,194
3039167,291,23,0.0,46,488
3039254,291,18,0.0,8,916
3039602,291,5,0.0,28,237
3040018,291,11,0.0,103,1144
3040119,291,8,0.0,59,1344
3040461,291,2,0.0,50,887
3041175,291,21,0.0,34,936
3043073,291,11,0.0,38,636
3043361,291,10,0.1,111,1092
3043369,291,18,0.1,91,1084
3043451,291,25,0.0,14,467
3043931,291,8,0.0,12,570
3044568,291,17,0.0,68,415
3044714,291,18,0.0,70,413
3045613,291,18,0.0,45,413
3046155,291,19,0.0,91,295
3046192,291,5,0.0,113,297
3046246,291,7,0.0,6,255
3047287,291,21,0.1,123,1023
3048105,291,16,0.0,49,1065
3049818,291,14,0.0,43,505
3050048,291,15,0.0,110,1437
3050335,291,24,0.0,69,1393
3050686,291,16,0.0,62,1204
3051387,291,24,0.0,59,389
3051394,291,9,0.0,56,99
3051903,291,3,0.0,32,752
3052624,291,11,0.0,16,970
3053397,291,8,0.0,46,138
3053973,291,18,0.0,8,202
3054917,291,19,0.0,122,422
3054984,291,4,0.0,115,1001
3055224,291,17,0.0,102,1152
3056001,291,15,0.0,108,566
3056344,291,14,0.0,52,1271
3058289,291,8,0.0,123,1278
3059408,291,16,0.0,24,811
3059775,291,25,0.0,57,59
3059891,291,9,0.0,52,1310
3059931,291,11,0.0,63,711
3060330,291,7,0.1,66,235
3060580,291,19,0.0,7,602
3060871,291,1,0.1,35,1154
3061172,291,7,0.0,56,540
3062408,291,19,0.0,54,1158
3062611,291,11,0.2,25,152
3063266,291,25,0.0,20,9
3063471,291,4,0.0,60,297
3063648,291,5,0.0,0,924
3064417,291,18,0.0,85,725
3064719,291,15,0.0,61,274
3065713,291,19,0.0,121,42
3065800,291,2,0.0,65,110
3066766,291,5,0.0,14,995
3066954,291,14,0.0,123,94
3067647,291,17,0.0,54,26
3068582,291,16,0.0,73,493
3068779,291,19,0.0,82,313
3069364,291,21,0.0,101,825
3069369,291,20,0.1,71,1274
3069495,291,6,0.2,68,1058
3069502,291,5,0.0,81,126
3069939,291,1,0.0,55,1076
3070097,291,22,0.0,13,1197
3070130,291,23,0.0,113,138
3070566,291,22,0.0,90,859
3070899,291,20,0.2,107,225
3071329,291,1,0.1,39,514
3071398,291,23,0.0,57,76
3072183,291,15,0.0,47,383
3072710,291,13,0.0,84,1308
3074364,291,17,0.0,62,1200
3075655,291,10,0.0,38,266
3075713,291,13,0.0,39,588
3076330,291,17,0.0,61,1033
3076385,291,19,0.0,112,688
3076845,291,2,0.0,24,566
3077925,291,18,0.0,127,422
3078678,291,21,0.0,66,225
3079151,291,6,0.0,26,784
3079193,291,19,0.2,78,30
3079200,291,25,0.0,117,677
3079356,291,4,0.0,68,502
3080348,291,16,0.1,51,921
3080758,291,2,0.0,34,215
3081216,291,2,0.0,89,144
3081553,291,19,0.0,14,409
3081613,291,3,0.0,103,816
3081748,291,12,0.0,105,549
3082161,291,18,0.0,85,1022
3082458,291,15,0.0,32,696
3082616,291,22,0.0,125,1416
3083530,291,13,0.0,117,644
3083883,291,11,0.2,13,1354
3084632,291,12,0.0,81,1152
3085036,291,17,0.2,51,701
3085197,291,14,0.2,13,0
3085472,291,15,0.0,122,283
3086285,291,14,0.0,77,1332
3086698,291,7,0.0,69,413
3086770,291,25,0.1,61,326
3086971,291,20,0.0,106,676
3087385,291,5,0.0,25,871
3088201,291,10,0.0,84,1147
3088565,291,2,0.2,24,444
3089392,291,2,0.0,19,1299
3090550,291,13,0.0,125,608
3090714,291,18,0.0,81,1429
3091181,291,11,0.0,45,1344
3091509,291,17,0.2,111,558
3091524,291,11,0.2,73,56
3091595,291,14,0.2,77,924
3091918,291,21,0.1,106,1392
3091973,291,16,0.0,25,780
3092750,291,6,0.0,29,1137
3092790,291,5,0.0,83,972
3092827,291,14,0.2,45,936
3093098,291,2,0.0,59,1232
3093617,291,25,0.0,2,799
3094953,291,7,0.0,97,365
3095086,291,23,0.0,8,1
3095957,291,21,0.0,104,556
3096261,291,11,0.0,119,588
3096612,291,19,0.0,82,189
3096626,291,24,0.0,67,660
3096855,291,13,0.0,27,224
3096997,291,25,0.0,127,990
3099496,291,23,0.0,29,645
3100077,291,8,0.2,66,820
3100631,291,22,0.0,103,829
3100739,291,5,0.0,109,1373
3100991,291,5,0.0,9,128
3101257,291,20,0.0,123,284
3101443,291,10,0.0,46,1429
3102124,291,20,0.0,90,195
3102293,291,17,0.1,116,1344
3103525,291,23,0.0,15,873
3103591,291,16,0.1,78,643
3105108,291,22,0.2,127,40
3105863,291,13,0.2,45,430
3106107,291,2,0.0,115,520
3106473,291,6,0.0,118,809
3107552,291,25,0.0,112,582
3108035,291,14,0.1,128,415
3108153,291,4,0.0,35,140
3108254,291,25,0.1,43,1311
3108656,291,15,0.2,120,1111
3109119,291,9,0.1,89,8
3109261,291,19,0.0,112,405
3109851,291,18,0.0,30,1050
3110313,291,24,0.0,3,1320
3111386,291,11,0.0,9,1360
3111397,291,4,0.1,3,254
3111489,291,5,0.0,110,701
3111593,291,12,0.0,35,732
3112169,291,9,0.0,127,622
3112258,291,9,0.2,116,376
3112926,291,11,0.0,78,21
3113287,291,10,0.0,75,333
3114010,291,13,0.0,72,77
3114406,291,23,0.0,36,784
3115431,291,19,0.0,54,1291
3115535,291,12,0.0,75,825
3115671,291,4,0.0,0,575
3116464,291,8,0.0,67,529
3116557,291,11,0.0,125,602
3116764,291,5,0.0,119,660
3117162,291,13,0.2,41,1305
3117266,291,14,0.0,86,472
3117344,291,19,0.0,38,950
3117723,291,20,0.0,118,497
3117850,291,20,0.2,95,269
3119705,291,12,0.2,89,609
3120788,291,6,0.1,71,764
3121157,291,21,0.0,42,1355
3121433,291,25,0.0,57,668
3121491,291,25,0.1,49,675
3122073,291,20,0.0,56,431
3122182,291,15,0.2,14,1361
3122223,291,19,0.1,28,188
3122338,291,9,0.0,1,782
3124729,291,7,0.0,34,918
3126030,291,18,0.0,26,1430
3126199,291,20,0.0,53,651
3126516,291,11,0.0,118,524
3126842,291,1,0.0,56,1017
3126872,291,23,0.1,101,755
3126948,291,9,0.0,40,936
3127423,291,6,0.0,58,115
3127957,291,12,0.0,18,1219
3128636,291,5,0.0,24,779
3128691,291,19,0.1,58,1189
3129306,291,5,0.0,35,1243
3130357,291,21,0.0,21,538
3130809,291,1,0.0,7,446
3131307,291,13,0.0,96,885
3131566,291,13,0.1,14,989
3132853,291,12,0.1,55,331
3132978,291,17,0.0,92,91
3133093,291,5,0.0,95,882
3133501,291,24,0.1,4,1325
3134687,291,9,0.0,63,751
3135265,291,15,0.1,95,1275
3135494,291,21,0.2,22,832
3136114,291,17,0.0,46,484
3136331,291,4,0.0,22,795
3136388,291,7,0.0,48,792
3137687,291,15,0.0,21,594
3137893,291,18,0.0,82,620
3138973,291,16,0.0,41,316
3138997,291,19,0.0,10,755
3139092,291,6,0.0,48,411
3139170,291,2,0.0,4,886
3139215,291,17,0.0,128,975
3140465,291,15,0.0,22,633
3140815,291,9,0.0,14,915
3142840,291,13,0.1,92,653
3143383,291,13,0.0,27,458
3143913,291,17,0.1,21,242
3144535,291,16,0.0,46,994
3145290,291,10,0.0,95,354
3145317,291,6,0.0,100,772
3145895,291,21,0.0,29,324
3146795,291,6,0.2,74,1279
3146848,291,9,0.0,116,911
3147078,291,8,0.2,50,862
3147090,291,25,0.0,2,1101
3147281,291,19,0.1,44,1167
3148101,291,14,0.0,70,628
3148281,291,14,0.2,92,351
3148485,291,19,0.0,8,1070
3148872,291,7,0.0,25,543
3149014,291,1,0.0,48,402
3149480,291,10,0.1,121,1392
3150281,291,13,0.2,7,80
3150481,291,14,0.0,20,976
3150502,291,16,0.0,5,218
3151160,291,21,0.0,115,1301
3151696,291,6,0.0,70,1056
3154626,291,14,0.0,21,983
3154945,291,9,0.0,123,109
3155063,291,4,0.0,70,1336
3155282,291,5,0.0,17,875
3156167,291,1,0.0,1,229
3156728,291,16,0.0,105,1193
3157356,291,16,0.0,20,785
3157461,291,1,0.0,57,341
3157695,291,22,0.0,112,1124
3158409,291,1,0.0,3,11
3159155,291,11,0.1,109,1020
3159473,291,7,0.0,15,1331
3160607,291,16,0.0,102,1225
3160662,291,22,0.0,98,1316
3160777,291,14,0.0,95,641
3160926,291,8,0.2,48,435
3161152,291,15,0.2,73,206
3161313,291,4,0.1,25,318
3162105,291,6,0.0,21,374
3162177,291,19,0.0,84,456
3163733,291,25,0.0,65,735
3164218,291,17,0.0,58,1102
3164831,291,25,0.0,100,516
3165112,291,25,0.0,1,1272
3165168,291,13,0.0,41,604
3165199,291,8,0.0,96,0
3165259,291,1,0.0,27,75
3165972,291,19,0.0,122,137
3166933,291,3,0.0,59,376
3167029,291,13,0.0,60,390
3167089,291,15,0.2,71,1295
3167618,291,20,0.1,42,1332
3167990,291,10,0.0,114,253
3168036,291,16,0.0,8,858
3169545,291,25,0.0,29,1064
3169756,291,1,0.1,107,368
3169914,291,25,0.0,18,1106
3169962,291,22,0.0,1,965
3170154,291,6,0.0,51,1002
3170235,291,23,0.0,59,340
3170765,291,21,0.1,20,958
3171027,291,6,0.0,67,432
3172043,291,2,0.0,105,859
3172304,291,7,0.0,123,1017
3172372,291,23,0.0,100,430
3172600,291,17,0.0,52,399
3173066,291,11,0.0,70,317
3173087,291,7,0.0,62,1262
3173462,291,3,0.0,15,354
3174338,291,10,0.2,99,1047
3174430,291,10,0.0,62,493
3174442,291,21,0.0,4,628
3175347,291,20,0.0,12,389
3177046,291,16,0.0,106,1054
3179103,291,6,0.0,46,642
3180004,291,5,0.0,97,335
3180107,291,20,0.1,95,1366
3180563,291,8,0.0,22,291
3181804,291,20,0.0,32,1057
3182432,291,11,0.0,14,64
3183098,291,9,0.0,57,346
3183272,291,5,0.0,113,664
3183390,291,6,0.1,10,54
3183594,291,12,0.0,57,334
3184001,291,18,0.0,82,673
3184537,291,7,0.0,72,1142
3184609,291,20,0.0,47,636
3184685,291,17,0.0,31,640
3185036,291,11,0.1,128,916
3185690,291,6,0.0,100,1316
3186123,291,22,0.2,108,682
3187269,291,8,0.0,82,73
3187470,291,10,0.0,106,1202
3187482,291,12,0.0,24,1035
3187983,291,13,0.0,68,32
3188996,291,7,0.0,37,217
3189004,291,23,0.1,98,791
3189976,291,12,0.2,31,1318
3190005,291,19,0.0,32,542
3190788,291,24,0.0,44,1233
3192856,291,14,0.0,61,950
3193302,291,10,0.0,96,528
3193479,291,13,0.0,76,1038
3193750,291,9,0.1,61,240
3193857,291,20,0.0,103,70
3194220,291,21,0.0,80,173
3194966,291,14,0.0,35,295
3195570,291,10,0.0,65,1030
3195615,291,9,0.0,81,739
3195709,291,1,0.0,15,30
3195829,291,3,0.0,70,566
3195908,291,1,0.0,83,667
3196875,291,14,0.2,18,510
3197869,291,13,0.0,108,1405
3198346,291,3,0.0,11,741
3198844,291,5,0.0,22,1039
3200213,291,20,0.0,111,592
3200365,291,14,0.0,80,528
3200579,291,15,0.0,34,101
3200761,291,14,0.0,19,261
3200903,291,23,0.2,93,1237
3202096,291,9,0.0,108,992
3203964,291,1,0.0,59,552
3205121,291,19,0.0,79,448
3205407,291,18,0.0,67,1185
3206423,291,15,0.0,114,1140
3207799,291,6,0.0,59,151
3207913,291,18,0.0,99,1125
3208281,291,4,0.2,58,914
3209092,291,12,0.0,84,830
3209557,291,17,0.2,50,259
3209831,291,6,0.2,8,352
3210070,291,25,0.0,118,507
3210086,291,14,0.2,31,631
3210113,291,9,0.0,28,524
3210235,291,14,0.0,55,218
3212147,291,15,0.0,28,294
3212312,291,5,0.0,61,754
3212414,291,9,0.0,113,179
3213532,291,1,0.0,36,312
3214524,291,13,0.0,51,305
3215029,291,25,0.1,95,854
3215420,291,21,0.0,1,1004
3215620,291,4,0.0,70,725
3217087,291,13,0.0,39,670
3217195,291,1,0.0,0,981
3217309,291,24,0.0,92,1029
3217384,291,13,0.0,35,1165
3217629,291,25,0.0,30,939
3217997,291,21,0.0,96,843
3218288,291,8,0.0,80,154
3218634,291,25,0.0,109,821
3219424,291,19,0.0,44,909
3219439,291,13,0.0,88,68
3220241,291,21,0.0,57,311
3220405,291,14,0.0,93,806
3220528,291,21,0.0,91,815
3220623,291,3,0.2,7,1419
3220905,291,7,0.0,112,83
3220951,291,7,0.0,107,494
3220965,291,11,0.0,125,81
3221246,291,2,0.0,62,1012
3221546,291,23,0.0,36,1083
3221664,291,1,0.0,15,1129
3221733,291,20,0.2,83,453
3221887,291,7,0.0,77,1281
3221903,291,5,0.1,97,1280
3222078,291,23,0.0,83,1116
3222099,291,1,0.0,5,22
3222265,291,15,0.1,33,789
3222443,291,2,0.2,127,872
3222607,291,3,0.0,115,940
3223390,291,23,0.1,55,671
3224162,291,19,0.0,38,220
3225563,291,23,0.0,57,11
3225794,291,3,0.0,24,649
3226639,291,1,0.0,127,583
3227357,291,11,0.0,9,890
3227805,291,3,0.2,45,1236
3228008,291,19,0.0,15,657
3228723,291,17,0.0,85,133
3228845,291,3,0.2,127,25
3229302,291,15,0.2,49,367
3229714,291,2,0.0,70,446
3230010,291,5,0.0,55,184
3230151,291,6,0.0,93,447
3231350,291,11,0.2,32,196
3232392,291,14,0.0,41,1129
3232517,291,13,0.0,12,1141
3232921,291,22,0.0,41,1338
3233909,291,8,0.0,48,1059
3234308,291,25,0.0,62,310
3234503,291,2,0.0,36,1407
3234974,291,20,0.2,85,760
3235130,291,9,0.0,32,306
3235254,291,25,0.0,79,342
3235422,291,13,0.0,83,769
3235543,291,15,0.0,13,578
3235701,291,1,0.0,115,1351
3236769,291,8,0.0,50,27
3237085,291,10,0.0,96,1162
3237121,291,1,0.0,21,860
3237196,291,7,0.2,17,947
3237208,291,23,0.1,40,628
3237377,291,15,0.1,71,931
3238634,291,14,0.0,66,122
3240568,291,4,0.0,4,241
3241191,291,21,0.0,66,466
3241567,291,14,0.0,79,448
3242226,291,19,0.2,46,34
3242834,291,9,0.0,125,291
3243073,291,18,0.0,28,843
3243167,291,14,0.0,36,891
3244177,291,2,0.0,21,1399
3244880,291,19,0.0,104,987
3244889,291,7,0.0,107,1263
3246344,291,23,0.1,84,697
3246734,291,20,0.0,47,534
3247185,291,16,0.0,122,207
3247286,291,5,0.0,113,1237
3247733,291,23,0.0,91,705
3249305,291,11,0.0,77,593
3250274,291,13,0.0,107,825
3250442,291,24,0.0,30,164
3250906,291,18,0.0,106,922
3251383,291,5,0.2,84,329
3251487,291,7,0.0,26,11
3251784,291,12,0.0,61,505
3251854,291,7,0.2,87,746
3252107,291,8,0.0,55,908
3253006,291,8,0.0,18,815
3253053,291,25,0.1,92,754
3253517,291,1,0.2,77,875
3254492,291,21,0.0,106,392
3254850,291,8,0.0,8,1025
3255004,291,15,0.0,105,61
3256663,291,7,0.2,12,906
3256729,291,13,0.0,101,458
3256776,291,21,0.1,63,933
3256789,291,7,0.0,7,1257
3256963,291,24,0.2,57,958
3258171,291,21,0.0,62,639
3258811,291,18,0.0,66,638
3259395,291,16,0.2,49,974
3259474,291,7,0.0,128,784
3259490,291,10,0.0,20,563
3260002,291,15,0.0,66,1105
3260091,291,18,0.0,34,898
3261136,291,3,0.0,51,151
3261647,291,5,0.0,2,517
3262017,291,8,0.0,59,817
3262028,291,13,0.0,23,763
3262927,291,16,0.0,121,386
3263346,291,5,0.1,0,1079
3265028,291,13,0.0,53,1177
3265671,291,20,0.0,52,1104
3266187,291,5,0.1,103,101
3266592,291,14,0.0,75,843
3266623,291,19,0.0,49,93
3266658,291,4,0.0,41,971
3267396,291,8,0.1,78,45
3267714,291,23,0.0,31,1107
3268598,291,13,0.0,94,323
3268748,291,18,0.0,83,158
3268834,291,21,0.0,11,522
3269565,291,1,0.0,119,996
3269757,291,11,0.0,32,37
3270003,291,8,0.0,24,577
3270342,291,8,0.0,106,1195
3270981,291,12,0.2,13,953
3271229,291,11,0.0,126,1287
3271355,291,12,0.0,103,284
3271638,291,21,0.0,71,1023
3272445,291,23,0.0,117,403
3273748,291,23,0.0,88,289
3273800,291,17,0.0,117,1011
3274358,291,14,0.2,57,547
3274520,291,13,0.0,0,305
3275826,291,21,0.1,82,923
3276158,291,17,0.0,25,360
3276542,291,15,0.1,0,33
3277086,291,9,0.0,29,663
3277270,291,9,0.0,55,898
3277721,291,19,0.0,92,1320
3278271,291,14,0.0,109,1324
3278288,291,18,0.0,48,152
3278617,291,13,0.1,2,325
3279256,291,23,0.0,8,173
3279440,291,20,0.0,112,1344
3279788,291,3,0.0,106,1382
3279846,291,19,0.0,36,944
3280513,291,11,0.0,0,1161
3281456,291,14,0.0,99,504
3281933,291,16,0.0,64,1395
3282013,291,15,0.2,18,1235
3282494,291,21,0.0,102,1396
3282718,291,2,0.0,121,834
3283200,291,20,0.0,70,759
3283493,291,2,0.0,108,42
3284262,291,24,0.2,105,1166
3284455,291,18,0.0,13,14
3284547,291,12,0.1,70,1284
3285290,291,15,0.0,34,838
3285296,291,4,0.1,15,1149
3285557,291,17,0.0,111,267
3286586,291,21,0.2,91,143
3287457,291,12,0.0,39,1277
3288016,291,21,0.2,47,470
3288460,291,5,0.0,111,518
3288948,291,11,0.0,67,1203
3289300,291,4,0.0,112,876
3289734,291,5,0.0,12,316
3290109,291,2,0.0,46,20
3290861,291,6,0.0,16,191
3290995,291,22,0.1,66,567
3291343,291,5,0.0,114,1390
3292468,291,23,0.2,81,1410
3292536,291,7,0.0,20,499
3293993,291,5,0.0,25,587
3294493,291,1,0.1,128,787
3294615,291,16,0.0,64,652
3295184,291,20,0.0,110,461
3295315,291,3,0.0,125,247
3295725,291,6,0.0,22,489
3295842,291,15,0.0,70,352
3295989,291,16,0.0,43,715
3297443,291,12,0.0,64,1313
3298561,291,7,0.2,99,202
3298982,291,9,0.0,32,1105
3299029,291,21,0.0,113,458
3299263,291,2,0.0,71,834
3300200,291,21,0.0,57,860
3300409,291,18,0.1,74,1068
3301093,291,19,0.2,2,606
3301820,291,17,0.0,55,433
3302938,291,17,0.1,96,244
3304073,291,7,0.0,10,706
3304161,291,14,0.0,92,416
3304393,291,20,0.0,15,33
3304868,291,6,0.0,112,1028
3304997,291,5,0.0,13,997
3305083,291,19,0.0,13,502
3305651,291,20,0.0,93,1167
3305994,291,21,0.0,99,385
3306175,291,1,0.0,87,203
3306332,291,14,0.0,85,1272
3307373,291,19,0.0,32,458
3307490,291,23,0.0,7,1164
3307517,291,5,0.0,55,1217
3307751,291,7,0.0,31,567
3307788,291,20,0.0,67,866
3309679,291,20,0.0,67,502
3310504,291,21,0.0,106,593
3310995,291,1,0.0,107,727
3311211,291,14,0.0,54,761
3311427,291,9,0.2,115,489
3311545,291,24,0.0,17,1193
3311597,291,8,0.0,59,975
3311885,291,25,0.0,80,756
3311913,291,19,0.1,53,1271
3312092,291,16,0.0,71,1209
3312143,291,14,0.2,19,512
3313350,291,11,0.0,91,1225
3313535,291,16,0.0,118,261
3313659,291,7,0.0,92,512
3314146,291,19,0.0,50,1161
3314788,291,23,0.2,115,947
3315008,291,2,0.0,114,108
3315315,291,17,0.0,103,30
3315612,291,23,0.0,17,587
3315773,291,16,0.1,41,1304
3315966,291,24,0.0,95,1417
3316514,291,23,0.2,94,969
3316987,291,5,0.0,71,88
3317451,291,4,0.0,88,239
3317484,291,21,0.0,46,87
3318422,291,16,0.0,45,576
3318506,291,6,0.0,11,796
3318808,291,1,0.0,36,177
3319111,291,20,0.0,124,807
3319859,291,21,0.0,78,737
3319910,291,23,0.1,38,754
3320432,291,14,0.0,18,144
3320586,291,24,0.0,46,1093
3320721,291,7,0.0,59,604
3321094,291,4,0.0,106,1038
3321288,291,18,0.0,113,1026
3321473,291,4,0.0,80,33
3322224,291,13,0.0,119,894
3323248,291,16,0.2,84,1261
3323417,291,18,0.2,105,819
3323643,291,18,0.0,79,631
3324012,291,8,0.0,83,1393
3324169,291,5,0.0,98,917
3324342,291,19,0.0,14,72
3324659,291,4,0.0,2,1121
3324896,291,23,0.2,111,98
3325111,291,20,0.0,78,799
3325149,291,16,0.0,56,331
