Quantity,Discount,SalesDate,SalesTime
4,0,118,585
10,0,102,1242
11,0,62,1088
11,0,41,377
8,0.2,6,895
4,0.1,73,957
15,0,127,1049
24,0,19,376
24,0,9,467
24,0.1,30,350
15,0,121,394
20,0,39,244
19,0,114,435
6,0,5,1108
20,0,27,991
14,0,115,553
8,0,85,1337
23,0,27,1402
23,0,105,1189
22,0,110,158
12,0.1,79,624
2,0,81,948
24,0,70,989
3,0.2,124,494
22,0,19,898
9,0,38,682
7,0.1,108,10
21,0.1,109,1318
3,0,110,817
25,0,5,56
22,0,47,91
16,0,40,149
10,0,50,947
16,0,116,1084
12,0,108,1322
6,0,128,115
7,0,91,1341
9,0,52,353
25,0,74,875
12,0,111,188
3,0.1,124,731
20,0,15,950
5,0,94,610
1,0,117,1024
15,0,6,854
14,0,85,852
25,0,57,858
11,0,6,135
4,0.1,128,16
15,0.2,118,995
25,0,96,1413
4,0,39,361
22,0.1,67,240
18,0,98,268
21,0,45,602
25,0,110,723
12,0,51,203
2,0.2,97,1035
22,0,102,86
2,0,67,828
21,0,74,599
4,0,70,905
8,0,123,1213
7,0,79,917
9,0.1,79,866
9,0,78,411
20,0,1,1059
5,0,62,1154
21,0,68,315
22,0,52,214
6,0,32,1217
8,0,103,1412
19,0,95,682
12,0,45,1240
11,0,81,120
5,0,37,1064
13,0.2,50,823
18,0,1,684
25,0,6,43
11,0,5,472
1,0,5,867
5,0,81,593
17,0,12,268
3,0,49,1209
7,0,73,27
24,0,70,1035
25,0.1,40,342
16,0.1,93,627
25,0,126,82
24,0.2,61,142
4,0,45,1418
12,0,53,188
22,0,80,831
7,0,50,1078
6,0,113,1059
20,0,22,1001
4,0,46,527
12,0,64,1036
12,0,79,523
16,0,67,304
24,0,90,214
21,0,65,477
21,0.2,4,660
5,0,27,267
2,0,2,62
20,0,45,643
22,0,71,938
25,0.2,81,978
10,0,11,1136
21,0,3,278
20,0,88,195
6,0.2,104,243
7,0,21,1410
20,0.2,111,1167
22,0.1,23,969
1,0,111,715
22,0,36,690
25,0,87,420
15,0.2,128,564
11,0,93,232
18,0,103,265
21,0,18,111
6,0.2,116,1400
9,0,48,83
8,0.1,46,111
8,0,84,773
24,0,79,943
16,0.1,97,420
14,0,25,658
18,0,25,1403
24,0,103,943
10,0,69,1
23,0.2,71,910
14,0,115,782
6,0.1,36,145
2,0,85,1303
5,0,12,219
18,0,49,689
4,0,122,1191
19,0.1,106,252
12,0,17,67
16,0,39,177
12,0,104,253
14,0.1,8,533
9,0,31,808
22,0.1,55,588
10,0,35,744
16,0,97,747
18,0,54,1379
17,0,54,1193
6,0,112,124
4,0,64,1261
6,0,73,410
24,0,64,1321
15,0.2,104,528
17,0,113,664
18,0.1,66,1281
18,0.1,126,1292
8,0,39,928
22,0,124,1366
23,0,42,563
22,0,115,1237
1,0,63,718
14,0,19,197
13,0,29,825
14,0,112,706
3,0,65,783
1,0,121,166
5,0,5,403
3,0,61,63
16,0,11,1416
2,0,26,315
12,0.2,93,269
18,0,36,1402
2,0,114,0
24,0,120,1165
9,0,9,720
16,0,95,1274
24,0,55,758
24,0.2,71,1218
1,0,110,1152
14,0,1,11
3,0,128,474
6,0.1,7,1327
16,0,98,171
23,0,95,629
1,0,17,504
17,0,35,771
22,0.1,118,347
10,0,2,1073
14,0,33,110
2,0.1,96,1002
3,0,15,421
16,0,125,207
19,0,0,1220
21,0,75,1439
5,0,63,218
17,0,2,477
21,0,92,768
10,0,93,985
8,0,17,617
7,0.1,14,1206
12,0,46,281
3,0,1,1360
12,0,117,1203
3,0,119,453
13,0.1,1,967
5,0,10,832
23,0.1,105,569
19,0.2,110,418
12,0,69,641
11,0.2,73,1141
20,0,60,231
10,0,1,129
21,0.2,65,1197
6,0.2,35,1243
6,0,37,496
18,0.2,82,262
9,0,41,42
5,0,50,496
2,0,15,302
1,0,53,897
11,0,30,1365
5,0,77,494
7,0.1,63,545
5,0,75,56
5,0,110,1065
24,0,15,1284
10,0,37,848
4,0,111,166
11,0,98,563
13,0,13,1243
25,0,86,1315
23,0,93,897
14,0,35,1132
9,0,12,12
4,0,85,103
22,0,90,858
8,0,7,1220
15,0,32,987
24,0,128,974
10,0,85,97
10,0,41,302
17,0,41,1123
22,0,98,440
6,0,60,1042
3,0,31,1389
12,0,72,1225
22,0,22,514
8,0.2,37,1342
3,0,55,821
13,0.2,97,314
17,0,2,1261
20,0,35,1280
17,0,71,1379
24,0,97,290
8,0,68,192
6,0,128,1437
12,0,102,1389
8,0.1,50,909
4,0.1,11,1095
3,0,118,856
20,0.1,79,1056
25,0,56,908
17,0,81,1155
11,0,24,1260
21,0.1,72,859
24,0,122,1413
4,0,14,304
21,0,19,452
1,0,69,743
18,0,112,980
15,0,71,100
15,0,78,340
15,0.2,127,306
15,0,14,246
15,0,100,1011
7,0,52,111
17,0.1,32,1082
5,0,98,123
16,0.2,99,671
11,0,32,432
15,0,52,590
1,0.2,17,1150
25,0.1,35,627
7,0,45,1226
8,0.1,94,61
21,0,53,113
8,0,82,1325
13,0,112,126
24,0,66,1148
9,0,100,744
16,0,108,1291
1,0,83,737
4,0,28,951
11,0,101,1213
1,0,114,519
7,0,50,839
24,0.1,76,377
22,0,41,1260
16,0.1,40,213
2,0,19,1176
6,0,43,994
14,0,3,940
12,0,92,179
11,0,84,55
8,0,115,161
11,0,42,1007
4,0,126,435
4,0,100,658
25,0,124,406
18,0,115,110
1,0,114,1429
1,0,98,1320
24,0,3,692
20,0.1,16,1218
11,0,18,87
6,0,0,435
1,0,47,1038
18,0,116,796
4,0.2,43,590
14,0,55,1001
19,0,85,966
1,0,115,354
13,0,17,490
9,0,95,1361
5,0,88,88
7,0,122,818
21,0,118,694
1,0,65,711
20,0,110,645
3,0,117,524
14,0,35,511
8,0,113,837
1,0,108,1288
12,0,60,353
21,0,77,952
8,0,35,438
15,0,81,793
25,0,2,498
7,0,109,744
5,0.1,128,1132
24,0,33,1119
23,0,64,458
11,0,5,1119
15,0,29,570
15,0,48,1105
9,0,80,263
25,0,14,999
7,0,108,57
5,0,109,1431
24,0,66,329
19,0,79,915
13,0,56,829
4,0.2,97,371
12,0,35,995
7,0,117,737
6,0,7,1328
5,0,28,785
4,0,51,1140
12,0,33,995
11,0.2,67,664
23,0,50,1365
3,0.2,46,612
13,0,87,722
2,0,32,517
3,0,83,405
14,0,53,67
18,0,29,1429
22,0,52,478
13,0,15,298
21,0.2,107,1330
10,0,50,921
1,0,72,979
6,0,105,419
24,0,42,634
7,0,7,204
8,0,35,613
1,0,49,609
10,0,25,982
4,0,9,703
1,0,127,67
7,0.2,105,1333
11,0,116,1351
6,0,103,1152
6,0,72,677
4,0,15,124
3,0,95,987
18,0,99,101
6,0,101,1365
18,0.2,93,1421
19,0,21,1338
18,0,98,850
15,0.1,74,16
22,0,32,706
17,0.1,77,126
4,0,115,207
16,0,13,466
5,0.2,90,1119
16,0,37,76
23,0,118,1215
24,0,56,499
2,0,0,935
3,0,8,530
13,0,90,1295
16,0,62,1127
4,0,126,249
15,0,96,1224
13,0,4,1007
10,0,75,10
7,0,36,938
24,0,42,1131
14,0,109,891
9,0.2,23,589
12,0,14,644
22,0,37,763
6,0,59,223
21,0.2,3,625
17,0.2,35,215
16,0,103,1151
14,0.2,9,1300
14,0,17,265
24,0,15,314
7,0,45,593
21,0,47,600
4,0,108,604
23,0.2,21,35
5,0,94,637
25,0,121,1439
9,0.2,2,920
24,0,75,804
1,0,103,1003
7,0,55,860
14,0,78,996
15,0.1,59,955
4,0.1,43,706
24,0,96,1393
15,0,100,990
1,0,40,424
1,0,27,751
12,0,51,296
19,0,66,717
3,0,81,865
16,0.2,86,699
13,0.2,93,490
22,0.2,20,63
12,0,110,1414
13,0,7,1016
24,0.2,125,569
1,0,51,1164
7,0.2,95,43
2,0,82,692
12,0,78,774
12,0,2,1087
4,0,52,965
23,0,126,1084
20,0,92,783
8,0,103,1357
14,0,93,1139
22,0,117,1133
13,0,78,769
22,0,40,417
11,0,55,987
16,0,95,1020
14,0,21,70
21,0.1,40,1119
24,0,105,16
13,0,57,899
24,0,4,610
23,0,84,189
14,0,119,397
3,0,30,267
2,0,110,113
18,0,6,1159
19,0,57,479
1,0,2,927
14,0,35,1233
13,0.1,74,127
1,0,38,1078
17,0,21,839
15,0,62,1063
8,0,12,389
6,0.2,6,756
23,0,12,315
1,0,38,1337
24,0,52,530
17,0.1,53,15
13,0,81,989
7,0.1,39,945
1,0.2,36,312
22,0.1,11,1140
14,0,76,907
17,0,102,783
19,0,58,1058
14,0,44,531
10,0,116,880
23,0.1,75,571
19,0,114,901
1,0,41,378
8,0,46,1036
16,0,124,1267
5,0,91,478
17,0,12,158
15,0.1,75,577
24,0,54,479
4,0,109,540
4,0,4,766
8,0,121,993
21,0.1,32,1130
15,0,84,517
21,0,19,851
4,0,125,855
22,0,93,487
10,0,15,474
15,0,32,1280
19,0,42,292
1,0.1,83,1186
2,0,21,1343
6,0,23,1294
13,0,91,1360
24,0,106,1187
19,0,44,922
13,0,13,146
17,0.2,20,130
23,0.2,30,859
7,0,74,465
15,0,27,931
21,0,3,862
9,0,79,725
16,0,0,1041
18,0,3,414
14,0,12,644
11,0,7,493
1,0.2,58,893
8,0,35,654
17,0,50,151
13,0,21,1418
18,0,50,1369
13,0.2,18,422
19,0,65,1212
20,0,25,91
18,0,75,807
3,0,69,1029
2,0,35,1068
19,0.2,70,427
23,0,18,505
10,0.2,58,1227
24,0,2,930
19,0,127,1346
6,0.2,67,1407
1,0,84,895
2,0.2,73,157
4,0.1,102,267
9,0,117,313
16,0,122,105
1,0,124,1310
2,0.1,80,605
6,0,14,447
9,0.1,39,436
10,0,122,264
5,0,77,48
1,0.2,28,877
20,0,13,802
15,0,31,525
14,0.1,53,1112
12,0,15,1086
12,0.2,59,92
6,0,8,440
21,0,8,0
9,0,13,1393
7,0,59,368
9,0,87,313
7,0,34,336
9,0,127,1065
5,0,34,1439
6,0,75,1067
11,0,39,250
23,0,84,794
9,0,22,701
11,0.2,25,787
25,0,127,938
14,0,112,486
4,0,73,12
2,0,35,1336
13,0.1,59,734
23,0.2,0,363
5,0,71,516
6,0,98,148
16,0,69,1072
4,0,125,1097
22,0,58,971
3,0,22,225
7,0,87,278
14,0,68,508
2,0,3,1413
15,0,89,657
11,0,23,672
25,0,24,977
4,0,77,1376
18,0.2,31,1040
5,0.2,109,221
16,0,14,1419
18,0.2,61,1258
15,0.1,110,613
11,0,40,1275
22,0,90,168
23,0,24,848
3,0,102,358
6,0,10,41
23,0,30,1404
23,0,10,405
15,0,19,883
11,0,111,827
25,0,119,754
12,0,125,1309
7,0,23,1208
24,0.1,52,498
24,0,93,1175
14,0.2,13,38
3,0,10,1142
8,0,81,623
7,0,107,490
23,0.2,41,763
16,0,120,1006
25,0,46,785
24,0,107,669
1,0.2,113,327
22,0,19,63
6,0,30,1334
8,0,81,476
1,0,113,934
21,0.1,107,1180
17,0,74,855
7,0,119,205
11,0.2,23,137
8,0.2,74,894
21,0.2,73,1285
17,0,37,89
4,0,60,11
20,0,19,431
7,0.2,127,260
3,0,50,709
6,0,32,1297
18,0.2,42,1332
6,0,12,70
18,0,95,1134
4,0,119,587
24,0.2,91,1270
9,0,56,721
15,0,62,1358
14,0.1,50,329
14,0,22,577
17,0,80,1133
25,0,109,660
20,0.1,102,265
6,0,99,904
1,0,122,527
21,0,7,801
24,0,64,1133
23,0,100,1111
19,0,89,654
3,0.2,109,768
4,0,16,1364
6,0,103,654
15,0,121,207
12,0,13,407
16,0,104,176
13,0,57,344
18,0.1,108,691
22,0,91,1282
20,0,55,39
18,0,3,985
15,0.2,18,270
13,0,22,239
17,0,18,1350
24,0,127,617
18,0,119,179
22,0,80,1409
24,0,2,333
16,0,39,901
8,0,13,410
24,0.2,4,1030
13,0,54,705
21,0.2,6,25
16,0,123,1182
8,0,123,196
20,0.2,112,847
25,0,120,732
10,0.1,102,56
19,0,67,303
20,0.2,88,607
7,0,78,1230
25,0.1,91,1180
2,0,49,674
4,0.2,37,731
9,0,40,701
11,0.2,9,1175
4,0,101,807
17,0,122,118
10,0,41,315
15,0,77,1367
18,0,85,1024
5,0,49,791
12,0,57,175
12,0,49,125
8,0,10,975
5,0,57,149
8,0,125,1002
10,0,77,1145
12,0,49,1169
14,0,15,686
15,0.1,57,637
2,0,66,1366
24,0,89,326
20,0,5,220
5,0.2,37,513
5,0,42,45
15,0.2,46,179
14,0.1,61,492
19,0,61,10
7,0,65,1295
14,0,125,31
5,0.2,103,1261
10,0,16,477
22,0,24,287
18,0,47,582
14,0,37,1178
11,0,21,273
2,0,90,990
24,0.2,49,1221
8,0,64,885
9,0,58,192
13,0.2,7,1388
5,0,24,1187
18,0,43,925
8,0,116,892
8,0,18,1320
20,0,15,188
10,0,81,827
18,0,27,907
13,0,76,751
17,0,91,737
5,0,62,389
11,0,125,1065
12,0,1,244
8,0.1,7,440
24,0,48,130
3,0.2,113,116
9,0,120,399
21,0,106,846
24,0.1,10,692
4,0,31,1408
2,0.1,108,309
24,0,21,867
23,0.1,72,1079
4,0.1,58,1096
12,0,122,384
11,0,110,352
22,0,24,82
9,0,21,993
14,0,77,1012
19,0,72,1426
7,0,102,794
22,0,77,734
25,0,15,455
23,0,19,1091
22,0,105,272
5,0.1,58,526
11,0,19,298
14,0,53,1402
3,0.2,127,855
18,0,72,178
18,0,14,518
19,0,21,1299
23,0,114,783
23,0,66,11
17,0.1,44,137
7,0,55,35
25,0.1,68,524
22,0,50,472
24,0,13,755
10,0,114,591
15,0,5,419
17,0,15,446
17,0.2,36,1336
4,0,36,1390
19,0,98,72
3,0,124,915
15,0,63,236
13,0,100,1265
23,0,84,614
17,0,80,109
2,0,84,88
6,0.1,1,1276
21,0.2,74,867
4,0,43,318
3,0.1,104,480
23,0,106,444
17,0,49,513
22,0,84,776
6,0.2,70,438
9,0,23,656
10,0,67,1367
9,0,83,505
5,0,50,158
5,0,126,511
14,0,1,887
23,0,57,1426
11,0,90,415
25,0,52,39
20,0,28,410
3,0.2,33,299
23,0.2,2,1034
16,0,19,117
5,0,94,1039
5,0,110,531
20,0,66,375
16,0,71,731
15,0.1,2,28
16,0,29,1033
24,0,106,698
22,0,72,530
17,0,23,690
11,0.1,8,1363
5,0,123,178
1,0,110,1235
15,0,65,763
10,0,72,1249
5,0,52,134
9,0,7,267
13,0,117,1128
22,0,77,776
9,0,13,83
19,0.2,39,912
3,0,118,953
16,0,84,1254
19,0,23,1193
7,0,114,496
25,0,13,189
10,0,43,349
12,0,97,997
9,0.1,73,1192
22,0,40,760
5,0.1,127,284
13,0.2,13,651
24,0,20,1274
25,0,94,497
2,0,93,350
21,0,9,659
23,0,56,20
19,0,93,1120
17,0,27,354
7,0,20,945
6,0.2,31,1090
11,0,2,731
24,0,62,240
5,0,77,553
12,0.1,91,1353
4,0.1,30,965
24,0,41,705
13,0.1,91,375
23,0,72,1383
4,0,10,1438
2,0,43,281
10,0.2,16,1080
25,0,28,1216
5,0,118,1308
13,0,56,340
11,0,59,540
5,0.1,33,564
22,0,64,631
13,0,48,1086
5,0,68,408
7,0,66,917
7,0.1,19,1045
1,0,63,867
20,0.1,8,447
13,0.1,128,1245
22,0.2,25,313
12,0,105,831
11,0,68,1019
1,0,15,326
2,0,81,1425
19,0,1,220
18,0.1,102,581
22,0.1,9,228
3,0,98,294
6,0,29,1190
7,0,0,64
3,0,44,840
16,0,95,832
6,0,2,1035
14,0.2,10,409
14,0,114,743
23,0.2,9,153
21,0,96,1239
13,0,84,639
25,0,53,1197
4,0,35,774
16,0,56,748
7,0,95,1125
14,0,11,551
17,0.2,44,1185
9,0.2,76,646
25,0,89,196
4,0.2,109,936
2,0,10,856
4,0,91,392
2,0,92,398
16,0,54,1165
13,0,24,1272
13,0,68,765
17,0.2,91,161
10,0,8,492
16,0,54,1009
23,0,56,698
25,0.1,93,714
17,0.2,32,1358
11,0,71,242
1,0,128,1242
14,0,5,305
4,0,53,239
5,0,91,1076
22,0.1,20,378
14,0,94,443
15,0,89,853
10,0,92,1062
8,0,2,200
20,0,96,1412
16,0,111,1070
22,0,14,1351
11,0.1,34,462
18,0.2,27,1243
8,0.2,98,1227
21,0,14,878
13,0,22,897
17,0,64,266
20,0.2,83,688
13,0,57,166
16,0,31,1033
12,0,48,472
14,0,100,1005
22,0,64,1127
5,0.1,75,901
7,0,2,147
22,0.2,28,1100
16,0.2,65,93
3,0.2,103,427
17,0.2,78,1104
23,0.2,110,217
20,0,17,457
13,0,14,205
17,0,116,718
2,0,45,393
17,0,79,737
9,0,88,232
21,0,101,1071
18,0,91,1019
8,0,80,1129
3,0,62,981
15,0,84,321
11,0.1,47,171
20,0.1,92,214
14,0,82,772
21,0,98,853
4,0,109,26
22,0,8,719
18,0,25,566
13,0,70,1236
17,0,40,228
25,0,105,438
22,0,81,156
3,0,92,652
24,0,78,232
17,0,6,742
11,0,47,97
14,0,34,1173
10,0,25,1393
5,0,69,1029
20,0,59,1404
7,0,123,1055
19,0.2,119,1177
18,0,97,1009
1,0,88,1306
14,0,71,1204
23,0,42,681
9,0,84,1268
5,0,6,726
7,0,44,229
16,0.2,15,928
11,0,109,581
23,0,73,330
25,0,18,489
1,0,83,508
22,0,126,1044
19,0.1,74,599
20,0,71,597
24,0,62,284
10,0.2,51,358
24,0,93,1323
14,0,73,954
25,0,86,132
5,0,59,573
3,0,86,619
8,0,110,768
21,0,34,758
2,0,62,596
3,0,4,1091
22,0,28,1273
21,0,42,849
20,0,23,279
7,0,120,450
9,0,100,1080
19,0.2,27,1179
25,0,4,1351
9,0,126,756
19,0,87,293
14,0,52,52
15,0,28,647
20,0,10,1036
3,0,47,251
19,0,81,981
13,0,88,1414
25,0,48,5
5,0.2,18,666
22,0,26,412
23,0,72,1105
2,0,49,113
25,0,15,825
20,0.2,107,495
5,0,23,1371
19,0,64,903
5,0,24,49
18,0,89,392
16,0,50,202
12,0,120,294
7,0,102,189
5,0,75,1223
9,0.1,89,969
14,0,86,807
15,0,37,1284
24,0.2,44,1086
20,0,75,1302
20,0,82,569
6,0,106,1370
17,0.1,4,922
17,0,49,253
18,0,109,648
3,0,38,1304
24,0,46,524
2,0.1,32,796
1,0,95,740
1,0,92,823
11,0,105,1115
3,0.2,98,1026
24,0,61,267
6,0,62,1017
12,0,61,1236
22,0,84,541
4,0,55,1434
12,0,27,963
14,0,112,14
10,0.2,94,1258
19,0,99,679
24,0,6,883
24,0,45,730
4,0.1,48,460
18,0,50,429
23,0,87,267
25,0,95,181
4,0,42,1223
18,0,26,154
13,0,41,1277
19,0,40,1077
16,0,91,395
11,0.1,36,773
4,0,49,1298
10,0,11,1364
3,0,50,257
2,0,128,315
13,0,34,1413
10,0,105,564
17,0,97,1108
10,0,77,569
15,0,39,858
21,0,18,1208
21,0,35,340
2,0,81,252
18,0,111,639
18,0.2,89,1334
11,0.2,81,419
24,0,107,826
3,0,7,150
14,0.1,66,368
10,0.2,24,1183
8,0,53,907
10,0,61,506
24,0,27,855
15,0,87,199
7,0,5,935
17,0.1,111,260
1,0,83,945
8,0,111,781
3,0,109,918
23,0,22,1036
23,0,106,1316
24,0,53,1396
10,0,54,962
11,0,89,283
22,0,7,1189
7,0.1,76,342
1,0.1,2,795
20,0,37,315
11,0,117,617
24,0,18,1416
15,0,42,55
17,0,2,941
7,0,14,437
2,0,61,501
14,0,87,1028
1,0,100,1266
25,0,31,456
10,0.2,46,173
13,0,74,948
6,0,12,1093
16,0,57,586
8,0,22,792
5,0,97,187
8,0.2,22,754
11,0,62,1254
7,0.2,85,503
1,0,77,1287
9,0,41,1133
2,0,73,1001
24,0,109,254
9,0,65,683
4,0,64,609
25,0,46,580
10,0,53,389
1,0,9,763
22,0,42,900
8,0,89,980
19,0,7,366
25,0,68,269
4,0,7,781
2,0,61,211
18,0,34,304
25,0,4,17
25,0,79,1239
21,0.1,58,105
4,0,51,485
16,0,28,972
10,0,46,1211
25,0,19,407
20,0,49,68
25,0,91,255
18,0,103,70
21,0,59,1409
22,0,20,576
14,0,68,683
5,0.2,111,98
1,0,18,715
21,0,5,706
3,0,46,582
3,0,114,447
7,0,115,894
25,0.2,113,717
1,0.2,105,10
17,0,116,585
6,0,64,711
19,0.1,42,1411
6,0,18,1060
7,0,111,917
6,0,93,83
7,0,13,35
6,0,35,1086
20,0.2,1,526
21,0,48,383
25,0,46,960
2,0.1,17,476
11,0.1,83,607
8,0.1,11,807
7,0,117,390
10,0,84,1204
12,0,69,1284
24,0,88,589
11,0.1,94,1434
19,0,108,1036
24,0,16,1145
16,0,34,720
15,0.2,119,1272
7,0.1,110,717
11,0,111,1060
9,0,4,136
1,0,60,341
13,0,74,299
7,0.2,100,222
6,0,38,817
3,0,124,221
16,0,19,895
15,0,123,1153
12,0,123,1259
13,0,34,721
10,0,86,1172
13,0.1,69,734
6,0.2,74,710
21,0,44,1256
12,0.1,51,26
12,0,52,242
25,0,2,1270
13,0,56,139
21,0,52,279
2,0,79,965
3,0,24,991
17,0,5,1232
12,0,71,819
7,0,3,5
23,0,121,1357
2,0,67,294
16,0,27,561
4,0,5,327
15,0,47,456
20,0,10,305
2,0,89,786
25,0,52,867
21,0,56,1180
7,0,81,377
1,0.2,30,369
1,0,100,437
20,0,94,275
23,0,103,1330
4,0,93,1415
3,0,75,967
24,0,115,488
23,0,26,1002
7,0.2,127,969
12,0,44,1115
24,0,32,831
4,0,66,903
25,0,89,818
21,0,36,108
18,0,30,1100
20,0.1,125,316
20,0,22,629
15,0,9,1038
6,0,86,1070
15,0,69,989
17,0,75,1010
23,0,89,890
1,0,91,1426
3,0,125,826
8,0,73,1024
4,0.2,120,339
7,0.1,99,275
5,0,1,809
7,0.1,38,255
2,0,84,900
15,0,102,565
14,0,113,1159
16,0,11,525
13,0.1,121,1176
4,0,6,1078
25,0.2,82,1167
22,0,124,128
5,0.1,96,782
12,0,87,33
22,0.2,38,22
15,0,25,135
2,0,28,667
22,0,52,163
6,0,1,619
17,0,8,1067
12,0,6,83
1,0,124,721
2,0.2,11,968
2,0,28,403
6,0.2,112,1205
25,0,84,1044
23,0,106,1233
24,0,1,919
23,0,38,1044
24,0,46,979
8,0,91,912
7,0,74,789
16,0,117,977
23,0,6,304
20,0,127,753
19,0,20,560
8,0.1,77,762
22,0.2,72,22
1,0,35,751
6,0,104,812
19,0,118,1184
21,0,11,760
11,0,45,1356
25,0.2,17,1013
2,0,87,1396
18,0,31,182
3,0,127,888
6,0.2,76,563
2,0,25,53
10,0,95,1130
16,0.1,58,482
23,0,80,1228
20,0.1,3,1359
1,0,45,864
11,0,64,672
22,0,107,1222
15,0,108,905
22,0,21,181
20,0.1,84,1436
12,0.1,85,1088
7,0,106,824
12,0,80,1201
24,0,13,781
18,0,84,201
22,0,122,1289
7,0.1,85,1380
20,0.1,95,1103
18,0,64,1135
3,0,64,741
12,0,85,803
5,0,20,1005
16,0.1,8,412
23,0,30,662
19,0,86,254
12,0,127,177
10,0,110,699
2,0,98,454
20,0,119,833
8,0.2,39,653
8,0,18,862
17,0,127,1231
2,0,25,1163
18,0,76,168
3,0,109,385
16,0.2,68,856
6,0,30,354
24,0.1,94,439
8,0,7,333
2,0,91,821
12,0,120,623
8,0,26,399
4,0,29,1423
7,0,100,1168
12,0,0,1153
3,0,125,1119
5,0,32,45
9,0,86,1342
20,0.1,72,147
8,0,2,1396
13,0.1,102,798
12,0,59,512
4,0,53,642
12,0,77,132
15,0,72,1417
8,0,98,1031
20,0.1,85,851
20,0,124,556
3,0,97,930
21,0.2,90,1185
1,0,40,1423
23,0,73,10
13,0,85,675
5,0,29,758
18,0,59,1303
10,0.2,7,74
5,0,40,128
25,0,32,783
4,0,90,1225
20,0,69,91
2,0,96,914
14,0,122,1180
9,0.1,20,315
23,0,51,498
6,0,11,310
2,0,88,972
11,0,85,669
1,0,104,80
4,0,126,769
7,0,39,45
1,0,108,937
5,0,10,659
22,0,48,756
19,0,69,562
1,0,41,394
3,0,88,1117
20,0.1,102,346
12,0,19,1311
16,0,0,746
11,0,3,49
13,0,24,1063
19,0,73,82
15,0,89,1136
17,0,48,308
10,0,115,283
19,0,102,17
3,0,114,492
16,0,38,394
13,0.2,55,708
12,0.2,121,824
14,0,81,420
5,0,91,412
12,0,78,1327
8,0,55,803
14,0.1,98,1225
9,0,29,152
3,0,107,1363
8,0.2,69,1256
10,0,100,1102
16,0,85,549
18,0,126,1348
14,0,39,1330
10,0,19,290
8,0,60,727
11,0,3,796
14,0,109,882
8,0,7,786
23,0,53,774
9,0,83,696
21,0,68,454
23,0,103,1177
21,0,37,1261
21,0,54,514
1,0,26,529
4,0,112,1206
23,0,67,611
2,0,32,1030
22,0,77,1231
25,0.2,51,251
5,0,35,587
23,0,106,1044
13,0,46,1374
9,0,30,985
15,0,4,570
16,0.2,22,846
17,0,22,890
5,0,101,467
18,0,109,83
21,0,15,1005
15,0.1,62,219
6,0,93,239
23,0,85,924
18,0,120,747
22,0,42,889
18,0,116,739
15,0,7,858
10,0,31,430
19,0,116,1150
11,0,9,110
23,0.2,118,607
22,0,72,56
20,0,65,734
9,0,90,370
12,0,99,554
1,0,114,1355
4,0,13,1346
15,0.2,87,441
18,0,64,242
10,0,20,14
4,0,72,992
13,0,32,1015
13,0,127,439
16,0,114,1414
25,0,14,1018
3,0,38,423
25,0,78,1098
22,0,12,1208
1,0,59,732
6,0,102,282
3,0,22,616
7,0,35,658
8,0,74,989
14,0,70,491
22,0,47,1042
3,0.2,36,136
14,0,9,676
4,0,82,1065
23,0,108,614
1,0,8,949
1,0,127,402
11,0.1,81,790
22,0,97,994
13,0,79,1410
11,0,100,1021
20,0,47,1133
14,0,88,1003
22,0,33,1407
10,0,8,667
10,0.2,106,1363
22,0,90,1107
15,0,1,224
1,0.1,102,624
1,0,57,341
13,0,48,609
4,0,64,1283
23,0,90,556
9,0,45,285
14,0,78,9
18,0,20,142
6,0.1,72,571
1,0.2,31,1419
2,0,9,141
16,0.2,10,578
13,0,128,498
11,0,112,388
5,0,39,62
11,0,108,648
8,0,17,1252
7,0,2,149
1,0,23,386
16,0,49,1011
23,0,45,245
13,0,11,1324
25,0.1,102,630
16,0.2,115,464
13,0,80,142
5,0,68,1397
16,0,9,114
25,0.2,39,448
6,0,14,1211
12,0,10,873
6,0,105,263
13,0,29,1126
10,0,10,281
25,0,53,1310
8,0.2,91,290
10,0.2,60,599
12,0.1,105,800
9,0,72,122
6,0,81,1340
25,0,30,919
8,0.1,49,393
17,0.2,78,250
11,0,88,261
8,0,68,681
12,0,61,441
21,0,96,131
25,0,71,1177
25,0.1,86,581
6,0,49,576
19,0,14,476
6,0,51,901
16,0,50,1399
1,0,26,806
9,0,64,1354
9,0,113,483
20,0,124,1131
9,0.1,88,930
14,0.1,48,318
17,0,58,1391
8,0,37,541
14,0.2,99,1101
3,0,102,1163
5,0.2,40,1320
8,0,23,899
3,0,85,771
15,0,68,993
23,0.1,43,67
16,0,81,1298
3,0,8,352
7,0,15,26
22,0,75,464
1,0,125,1343
8,0,121,1197
11,0,85,83
4,0,28,995
2,0.1,48,814
21,0,48,448
7,0,40,412
1,0.2,122,92
3,0,14,1148
2,0,72,195
25,0,110,947
5,0,11,891
5,0,24,873
17,0,29,204
3,0.2,24,1352
2,0,29,946
6,0,58,651
19,0,120,275
1,0.1,118,1303
6,0,67,418
3,0,84,631
8,0,11,115
13,0.2,79,415
24,0,85,319
15,0,87,361
11,0,118,858
16,0,55,753
15,0.1,121,451
10,0,105,295
8,0,43,1185
11,0,30,401
15,0,77,71
23,0,123,1348
25,0,65,1371
22,0.2,103,828
9,0,60,130
9,0,92,846
23,0,65,1210
23,0.2,62,843
1,0,13,381
12,0,48,465
19,0,89,1369
14,0,42,1301
10,0,102,1361
21,0.1,55,865
